Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2018,133,7OT,1307,99
2018,133,7OT,1308,34
2018,133,7OT,1309,300
2018,133,7OT,1310,211
2018,133,7OT,1311,179
2018,133,7OT,1312,220
2018,133,7OT,1313,275
2018,133,7OT,1314,4
2018,133,7OT,1315,236
2018,133,7OT,1316,225
2018,133,7OT,1317,241
2018,133,7OT,1318,61
2018,133,7OT,1319,317
2018,133,7OT,1320,110
2018,133,7OT,1321,145
2018,133,7OT,1322,335
2018,133,7OT,1323,97
2018,133,7OT,1324,128
2018,133,7OT,1325,168
2018,133,7OT,1326,11
2018,133,7OT,1328,49
2018,133,7OT,1329,117
2018,133,7OT,1330,65
2018,133,7OT,1331,244
2018,133,7OT,1332,74
2018,133,7OT,1333,104
2018,133,7OT,1334,177
2018,133,7OT,1335,78
2018,133,7OT,1336,37
2018,133,7OT,1337,280
2018,133,7OT,1338,186
2018,133,7OT,1339,276
2018,133,7OT,1340,269
2018,133,7OT,1341,267
2018,133,7OT,1342,326
2018,133,7OT,1343,183
2018,133,7OT,1344,77
2018,133,7OT,1345,3
2018,133,7OT,1346,302
2018,133,7OT,1347,161
2018,133,7OT,1348,13
2018,133,7OT,1349,287
2018,133,7OT,1350,122
2018,133,7OT,1351,113
2018,133,7OT,1352,226
2018,133,7OT,1353,150
2018,133,7OT,1354,345
2018,133,7OT,1355,45
2018,133,7OT,1356,120
2018,133,7OT,1357,315
2018,133,7OT,1358,232
2018,133,7OT,1359,281
2018,133,7OT,1360,91
2018,133,7OT,1361,25
2018,133,7OT,1362,83
2018,133,7OT,1363,310
2018,133,7OT,1364,131
2018,133,7OT,1365,242
2018,133,7OT,1366,213
2018,133,7OT,1367,333
2018,133,7OT,1368,228
2018,133,7OT,1369,268
2018,133,7OT,1370,172
2018,133,7OT,1371,30
2018,133,7OT,1372,106
2018,133,7OT,1373,253
2018,133,7OT,1374,70
2018,133,7OT,1375,245
2018,133,7OT,1376,136
2018,133,7OT,1377,85
2018,133,7OT,1378,260
2018,133,7OT,1379,187
2018,133,7OT,1380,330
2018,133,7OT,1381,265
2018,133,7OT,1382,54
2018,133,7OT,1383,286
2018,133,7OT,1384,167
2018,133,7OT,1385,107
2018,133,7OT,1386,127
2018,133,7OT,1387,96
2018,133,7OT,1388,42
2018,133,7OT,1389,229
2018,133,7OT,1390,84
2018,133,7OT,1391,325
2018,133,7OT,1392,204
2018,133,7OT,1393,31
2018,133,7OT,1394,340
2018,133,7OT,1395,17
2018,133,7OT,1396,71
2018,133,7OT,1397,18
2018,133,7OT,1398,208
2018,133,7OT,1399,234
2018,133,7OT,1400,39
2018,133,7OT,1401,29
2018,133,7OT,1402,207
2018,133,7OT,1403,38
2018,133,7OT,1404,320
2018,133,7OT,1405,59
2018,133,7OT,1406,193
2018,133,7OT,1407,158
2018,133,7OT,1408,171
2018,133,7OT,1409,102
2018,133,7OT,1410,274
2018,133,7OT,1411,251
2018,133,7OT,1412,115
2018,133,7OT,1413,170
2018,133,7OT,1414,154
2018,133,7OT,1415,323
2018,133,7OT,1416,112
2018,133,7OT,1417,66
2018,133,7OT,1418,53
2018,133,7OT,1419,185
2018,133,7OT,1420,159
2018,133,7OT,1421,141
2018,133,7OT,1422,63
2018,133,7OT,1423,288
2018,133,7OT,1424,86
2018,133,7OT,1425,21
2018,133,7OT,1426,95
2018,133,7OT,1427,190
2018,133,7OT,1428,68
2018,133,7OT,1429,182
2018,133,7OT,1430,80
2018,133,7OT,1431,243
2018,133,7OT,1433,126
2018,133,7OT,1434,212
2018,133,7OT,1435,134
2018,133,7OT,1436,62
2018,133,7OT,1437,1
2018,133,7OT,1438,2
2018,133,7OT,1439,76
2018,133,7OT,1440,322
2018,133,7OT,1441,262
2018,133,7OT,1442,299
2018,133,7OT,1443,51
2018,133,7OT,1444,206
2018,133,7OT,1447,151
2018,133,7OT,1448,105
2018,133,7OT,1449,79
2018,133,7OT,1450,227
2018,133,7OT,1451,173
2018,133,7OT,1452,20
2018,133,7OT,1453,307
2018,133,7OT,1454,249
2018,133,7OT,1455,16
2018,133,7OT,1456,162
2018,133,7OT,1457,157
2018,133,7OT,1458,138
2018,133,7OT,1459,174
2018,133,7OT,1460,129
2018,133,7OT,1461,132
2018,133,7OT,1462,10
2018,133,7OT,1463,200
2018,133,7OT,1464,319
2018,133,AP,1112,15
2018,133,AP,1120,16
2018,133,AP,1153,8
2018,133,AP,1155,19
2018,133,AP,1181,5
2018,133,AP,1196,23
2018,133,AP,1211,6
2018,133,AP,1222,21
2018,133,AP,1242,9
2018,133,AP,1274,24
2018,133,AP,1276,7
2018,133,AP,1277,4
2018,133,AP,1305,22
2018,133,AP,1314,12
2018,133,AP,1326,17
2018,133,AP,1345,10
2018,133,AP,1348,25
2018,133,AP,1388,20
2018,133,AP,1397,13
2018,133,AP,1403,14
2018,133,AP,1437,2
2018,133,AP,1438,1
2018,133,AP,1452,18
2018,133,AP,1455,11
2018,133,AP,1462,3
2018,133,BBT,1101,246
2018,133,BBT,1102,239
2018,133,BBT,1103,249
2018,133,BBT,1104,65
2018,133,BBT,1105,351
2018,133,BBT,1106,335
2018,133,BBT,1107,137
2018,133,BBT,1108,337
2018,133,BBT,1110,324
2018,133,BBT,1111,213
2018,133,BBT,1112,20
2018,133,BBT,1113,54
2018,133,BBT,1114,296
2018,133,BBT,1115,318
2018,133,BBT,1116,40
2018,133,BBT,1117,293
2018,133,BBT,1119,235
2018,133,BBT,1120,11
2018,133,BBT,1122,185
2018,133,BBT,1123,146
2018,133,BBT,1124,59
2018,133,BBT,1125,71
2018,133,BBT,1126,258
2018,133,BBT,1127,304
2018,133,BBT,1129,62
2018,133,BBT,1130,79
2018,133,BBT,1131,236
2018,133,BBT,1132,207
2018,133,BBT,1133,117
2018,133,BBT,1135,275
2018,133,BBT,1136,346
2018,133,BBT,1137,81
2018,133,BBT,1138,46
2018,133,BBT,1139,41
2018,133,BBT,1140,72
2018,133,BBT,1141,180
2018,133,BBT,1142,322
2018,133,BBT,1143,274
2018,133,BBT,1144,232
2018,133,BBT,1145,107
2018,133,BBT,1146,189
2018,133,BBT,1148,280
2018,133,BBT,1149,245
2018,133,BBT,1150,325
2018,133,BBT,1151,305
2018,133,BBT,1152,348
2018,133,BBT,1153,4
2018,133,BBT,1154,320
2018,133,BBT,1155,17
2018,133,BBT,1156,308
2018,133,BBT,1157,221
2018,133,BBT,1158,89
2018,133,BBT,1159,191
2018,133,BBT,1160,118
2018,133,BBT,1161,240
2018,133,BBT,1162,268
2018,133,BBT,1163,171
2018,133,BBT,1164,349
2018,133,BBT,1165,253
2018,133,BBT,1166,32
2018,133,BBT,1167,234
2018,133,BBT,1168,149
2018,133,BBT,1169,334
2018,133,BBT,1170,306
2018,133,BBT,1171,314
2018,133,BBT,1172,63
2018,133,BBT,1173,176
2018,133,BBT,1174,237
2018,133,BBT,1175,350
2018,133,BBT,1176,218
2018,133,BBT,1177,145
2018,133,BBT,1178,328
2018,133,BBT,1179,164
2018,133,BBT,1180,254
2018,133,BBT,1181,3
2018,133,BBT,1182,220
2018,133,BBT,1183,264
2018,133,BBT,1184,282
2018,133,BBT,1185,140
2018,133,BBT,1186,132
2018,133,BBT,1187,316
2018,133,BBT,1188,309
2018,133,BBT,1189,227
2018,133,BBT,1190,74
2018,133,BBT,1191,147
2018,133,BBT,1192,263
2018,133,BBT,1193,202
2018,133,BBT,1194,255
2018,133,BBT,1195,116
2018,133,BBT,1196,28
2018,133,BBT,1197,336
2018,133,BBT,1198,269
2018,133,BBT,1199,33
2018,133,BBT,1200,297
2018,133,BBT,1201,83
2018,133,BBT,1202,87
2018,133,BBT,1203,199
2018,133,BBT,1204,133
2018,133,BBT,1205,266
2018,133,BBT,1206,225
2018,133,BBT,1207,119
2018,133,BBT,1208,75
2018,133,BBT,1209,90
2018,133,BBT,1210,151
2018,133,BBT,1211,5
2018,133,BBT,1212,272
2018,133,BBT,1213,111
2018,133,BBT,1214,231
2018,133,BBT,1216,206
2018,133,BBT,1217,141
2018,133,BBT,1218,201
2018,133,BBT,1219,242
2018,133,BBT,1220,154
2018,133,BBT,1221,270
2018,133,BBT,1222,16
2018,133,BBT,1223,340
2018,133,BBT,1224,333
2018,133,BBT,1225,121
2018,133,BBT,1226,244
2018,133,BBT,1227,204
2018,133,BBT,1228,150
2018,133,BBT,1229,130
2018,133,BBT,1230,345
2018,133,BBT,1231,100
2018,133,BBT,1232,173
2018,133,BBT,1233,124
2018,133,BBT,1234,125
2018,133,BBT,1235,131
2018,133,BBT,1236,166
2018,133,BBT,1237,292
2018,133,BBT,1238,330
2018,133,BBT,1239,307
2018,133,BBT,1240,129
2018,133,BBT,1241,248
2018,133,BBT,1242,13
2018,133,BBT,1243,45
2018,133,BBT,1244,311
2018,133,BBT,1245,211
2018,133,BBT,1246,22
2018,133,BBT,1247,186
2018,133,BBT,1248,278
2018,133,BBT,1249,205
2018,133,BBT,1250,226
2018,133,BBT,1251,175
2018,133,BBT,1252,112
2018,133,BBT,1253,187
2018,133,BBT,1254,243
2018,133,BBT,1255,341
2018,133,BBT,1256,170
2018,133,BBT,1257,34
2018,133,BBT,1258,257
2018,133,BBT,1259,319
2018,133,BBT,1260,23
2018,133,BBT,1261,76
2018,133,BBT,1262,295
2018,133,BBT,1263,338
2018,133,BBT,1264,215
2018,133,BBT,1265,323
2018,133,BBT,1266,67
2018,133,BBT,1267,91
2018,133,BBT,1268,52
2018,133,BBT,1269,216
2018,133,BBT,1270,288
2018,133,BBT,1271,344
2018,133,BBT,1272,155
2018,133,BBT,1273,156
2018,133,BBT,1274,35
2018,133,BBT,1275,196
2018,133,BBT,1276,9
2018,133,BBT,1277,8
2018,133,BBT,1278,138
2018,133,BBT,1279,128
2018,133,BBT,1280,70
2018,133,BBT,1281,44
2018,133,BBT,1282,276
2018,133,BBT,1283,104
2018,133,BBT,1284,190
2018,133,BBT,1285,64
2018,133,BBT,1286,261
2018,133,BBT,1287,273
2018,133,BBT,1288,317
2018,133,BBT,1290,347
2018,133,BBT,1291,219
2018,133,BBT,1292,37
2018,133,BBT,1293,29
2018,133,BBT,1294,103
2018,133,BBT,1295,184
2018,133,BBT,1296,262
2018,133,BBT,1297,85
2018,133,BBT,1298,209
2018,133,BBT,1299,267
2018,133,BBT,1300,289
2018,133,BBT,1301,43
2018,133,BBT,1303,298
2018,133,BBT,1304,56
2018,133,BBT,1305,15
2018,133,BBT,1306,302
2018,133,BBT,1307,113
2018,133,BBT,1308,31
2018,133,BBT,1309,247
2018,133,BBT,1310,192
2018,133,BBT,1311,177
2018,133,BBT,1312,256
2018,133,BBT,1313,284
2018,133,BBT,1314,7
2018,133,BBT,1315,251
2018,133,BBT,1316,260
2018,133,BBT,1317,212
2018,133,BBT,1318,80
2018,133,BBT,1319,327
2018,133,BBT,1320,134
2018,133,BBT,1321,123
2018,133,BBT,1322,343
2018,133,BBT,1323,48
2018,133,BBT,1324,161
2018,133,BBT,1325,194
2018,133,BBT,1326,18
2018,133,BBT,1328,61
2018,133,BBT,1329,73
2018,133,BBT,1330,69
2018,133,BBT,1331,230
2018,133,BBT,1332,77
2018,133,BBT,1333,122
2018,133,BBT,1334,182
2018,133,BBT,1335,105
2018,133,BBT,1336,55
2018,133,BBT,1337,312
2018,133,BBT,1338,241
2018,133,BBT,1339,299
2018,133,BBT,1340,165
2018,133,BBT,1341,252
2018,133,BBT,1342,332
2018,133,BBT,1343,203
2018,133,BBT,1344,78
2018,133,BBT,1345,6
2018,133,BBT,1346,291
2018,133,BBT,1347,160
2018,133,BBT,1348,26
2018,133,BBT,1349,321
2018,133,BBT,1350,197
2018,133,BBT,1351,109
2018,133,BBT,1352,224
2018,133,BBT,1353,174
2018,133,BBT,1354,339
2018,133,BBT,1355,57
2018,133,BBT,1356,126
2018,133,BBT,1357,315
2018,133,BBT,1358,210
2018,133,BBT,1359,294
2018,133,BBT,1360,127
2018,133,BBT,1361,53
2018,133,BBT,1362,157
2018,133,BBT,1363,326
2018,133,BBT,1364,94
2018,133,BBT,1365,283
2018,133,BBT,1366,285
2018,133,BBT,1367,342
2018,133,BBT,1368,168
2018,133,BBT,1369,238
2018,133,BBT,1370,193
2018,133,BBT,1371,27
2018,133,BBT,1372,82
2018,133,BBT,1373,303
2018,133,BBT,1374,95
2018,133,BBT,1375,229
2018,133,BBT,1376,86
2018,133,BBT,1377,50
2018,133,BBT,1378,286
2018,133,BBT,1379,222
2018,133,BBT,1380,313
2018,133,BBT,1381,259
2018,133,BBT,1382,51
2018,133,BBT,1383,277
2018,133,BBT,1384,183
2018,133,BBT,1385,92
2018,133,BBT,1386,115
2018,133,BBT,1387,152
2018,133,BBT,1388,25
2018,133,BBT,1389,223
2018,133,BBT,1390,96
2018,133,BBT,1391,310
2018,133,BBT,1392,233
2018,133,BBT,1393,60
2018,133,BBT,1394,301
2018,133,BBT,1395,24
2018,133,BBT,1396,88
2018,133,BBT,1397,14
2018,133,BBT,1398,195
2018,133,BBT,1399,198
2018,133,BBT,1400,47
2018,133,BBT,1401,30
2018,133,BBT,1402,217
2018,133,BBT,1403,19
2018,133,BBT,1404,300
2018,133,BBT,1405,102
2018,133,BBT,1406,159
2018,133,BBT,1407,181
2018,133,BBT,1408,178
2018,133,BBT,1409,97
2018,133,BBT,1410,250
2018,133,BBT,1411,228
2018,133,BBT,1412,114
2018,133,BBT,1413,108
2018,133,BBT,1414,153
2018,133,BBT,1415,279
2018,133,BBT,1416,93
2018,133,BBT,1417,58
2018,133,BBT,1418,39
2018,133,BBT,1419,214
2018,133,BBT,1420,162
2018,133,BBT,1421,169
2018,133,BBT,1422,66
2018,133,BBT,1423,265
2018,133,BBT,1424,98
2018,133,BBT,1425,42
2018,133,BBT,1426,120
2018,133,BBT,1427,172
2018,133,BBT,1428,68
2018,133,BBT,1429,167
2018,133,BBT,1430,84
2018,133,BBT,1431,271
2018,133,BBT,1433,139
2018,133,BBT,1434,163
2018,133,BBT,1435,136
2018,133,BBT,1436,38
2018,133,BBT,1437,2
2018,133,BBT,1438,1
2018,133,BBT,1439,36
2018,133,BBT,1440,329
2018,133,BBT,1441,287
2018,133,BBT,1442,281
2018,133,BBT,1443,49
2018,133,BBT,1444,179
2018,133,BBT,1447,143
2018,133,BBT,1448,142
2018,133,BBT,1449,99
2018,133,BBT,1450,200
2018,133,BBT,1451,158
2018,133,BBT,1452,21
2018,133,BBT,1453,290
2018,133,BBT,1454,208
2018,133,BBT,1455,12
2018,133,BBT,1456,135
2018,133,BBT,1457,148
2018,133,BBT,1458,101
2018,133,BBT,1459,144
2018,133,BBT,1460,106
2018,133,BBT,1461,110
2018,133,BBT,1462,10
2018,133,BBT,1463,188
2018,133,BBT,1464,331
2018,133,BIH,1101,260
2018,133,BIH,1102,224
2018,133,BIH,1103,215
2018,133,BIH,1104,53
2018,133,BIH,1105,350
2018,133,BIH,1106,337
2018,133,BIH,1107,151
2018,133,BIH,1108,338
2018,133,BIH,1110,334
2018,133,BIH,1111,230
2018,133,BIH,1112,16
2018,133,BIH,1113,57
2018,133,BIH,1114,315
2018,133,BIH,1115,309
2018,133,BIH,1116,23
2018,133,BIH,1117,289
2018,133,BIH,1119,283
2018,133,BIH,1120,13
2018,133,BIH,1122,173
2018,133,BIH,1123,147
2018,133,BIH,1124,54
2018,133,BIH,1125,83
2018,133,BIH,1126,280
2018,133,BIH,1127,314
2018,133,BIH,1129,56
2018,133,BIH,1130,74
2018,133,BIH,1131,239
2018,133,BIH,1132,205
2018,133,BIH,1133,113
2018,133,BIH,1135,279
2018,133,BIH,1136,343
2018,133,BIH,1137,94
2018,133,BIH,1138,64
2018,133,BIH,1139,35
2018,133,BIH,1140,72
2018,133,BIH,1141,176
2018,133,BIH,1142,298
2018,133,BIH,1143,222
2018,133,BIH,1144,252
2018,133,BIH,1145,138
2018,133,BIH,1146,221
2018,133,BIH,1148,273
2018,133,BIH,1149,261
2018,133,BIH,1150,324
2018,133,BIH,1151,307
2018,133,BIH,1152,346
2018,133,BIH,1153,5
2018,133,BIH,1154,299
2018,133,BIH,1155,17
2018,133,BIH,1156,295
2018,133,BIH,1157,243
2018,133,BIH,1158,82
2018,133,BIH,1159,196
2018,133,BIH,1160,84
2018,133,BIH,1161,213
2018,133,BIH,1162,302
2018,133,BIH,1163,135
2018,133,BIH,1164,342
2018,133,BIH,1165,244
2018,133,BIH,1166,33
2018,133,BIH,1167,234
2018,133,BIH,1168,129
2018,133,BIH,1169,332
2018,133,BIH,1170,313
2018,133,BIH,1171,323
2018,133,BIH,1172,85
2018,133,BIH,1173,167
2018,133,BIH,1174,235
2018,133,BIH,1175,351
2018,133,BIH,1176,201
2018,133,BIH,1177,155
2018,133,BIH,1178,327
2018,133,BIH,1179,154
2018,133,BIH,1180,237
2018,133,BIH,1181,6
2018,133,BIH,1182,209
2018,133,BIH,1183,264
2018,133,BIH,1184,285
2018,133,BIH,1185,142
2018,133,BIH,1186,132
2018,133,BIH,1187,268
2018,133,BIH,1188,297
2018,133,BIH,1189,219
2018,133,BIH,1190,89
2018,133,BIH,1191,150
2018,133,BIH,1192,276
2018,133,BIH,1193,198
2018,133,BIH,1194,274
2018,133,BIH,1195,162
2018,133,BIH,1196,28
2018,133,BIH,1197,336
2018,133,BIH,1198,263
2018,133,BIH,1199,43
2018,133,BIH,1200,271
2018,133,BIH,1201,88
2018,133,BIH,1202,106
2018,133,BIH,1203,180
2018,133,BIH,1204,153
2018,133,BIH,1205,258
2018,133,BIH,1206,184
2018,133,BIH,1207,107
2018,133,BIH,1208,61
2018,133,BIH,1209,130
2018,133,BIH,1210,126
2018,133,BIH,1211,10
2018,133,BIH,1212,254
2018,133,BIH,1213,133
2018,133,BIH,1214,259
2018,133,BIH,1216,195
2018,133,BIH,1217,156
2018,133,BIH,1218,179
2018,133,BIH,1219,272
2018,133,BIH,1220,128
2018,133,BIH,1221,281
2018,133,BIH,1222,20
2018,133,BIH,1223,347
2018,133,BIH,1224,335
2018,133,BIH,1225,115
2018,133,BIH,1226,232
2018,133,BIH,1227,216
2018,133,BIH,1228,141
2018,133,BIH,1229,108
2018,133,BIH,1230,345
2018,133,BIH,1231,91
2018,133,BIH,1232,185
2018,133,BIH,1233,145
2018,133,BIH,1234,123
2018,133,BIH,1235,97
2018,133,BIH,1236,193
2018,133,BIH,1237,291
2018,133,BIH,1238,331
2018,133,BIH,1239,290
2018,133,BIH,1240,159
2018,133,BIH,1241,275
2018,133,BIH,1242,7
2018,133,BIH,1243,27
2018,133,BIH,1244,301
2018,133,BIH,1245,183
2018,133,BIH,1246,21
2018,133,BIH,1247,192
2018,133,BIH,1248,310
2018,133,BIH,1249,220
2018,133,BIH,1250,223
2018,133,BIH,1251,204
2018,133,BIH,1252,120
2018,133,BIH,1253,189
2018,133,BIH,1254,241
2018,133,BIH,1255,339
2018,133,BIH,1256,186
2018,133,BIH,1257,39
2018,133,BIH,1258,246
2018,133,BIH,1259,319
2018,133,BIH,1260,30
2018,133,BIH,1261,67
2018,133,BIH,1262,287
2018,133,BIH,1263,340
2018,133,BIH,1264,225
2018,133,BIH,1265,330
2018,133,BIH,1266,50
2018,133,BIH,1267,96
2018,133,BIH,1268,69
2018,133,BIH,1269,210
2018,133,BIH,1270,304
2018,133,BIH,1271,344
2018,133,BIH,1272,99
2018,133,BIH,1273,177
2018,133,BIH,1274,25
2018,133,BIH,1275,188
2018,133,BIH,1276,12
2018,133,BIH,1277,4
2018,133,BIH,1278,121
2018,133,BIH,1279,117
2018,133,BIH,1280,51
2018,133,BIH,1281,45
2018,133,BIH,1282,226
2018,133,BIH,1283,136
2018,133,BIH,1284,231
2018,133,BIH,1285,75
2018,133,BIH,1286,255
2018,133,BIH,1287,303
2018,133,BIH,1288,326
2018,133,BIH,1290,349
2018,133,BIH,1291,227
2018,133,BIH,1292,48
2018,133,BIH,1293,58
2018,133,BIH,1294,118
2018,133,BIH,1295,206
2018,133,BIH,1296,236
2018,133,BIH,1297,122
2018,133,BIH,1298,197
2018,133,BIH,1299,257
2018,133,BIH,1300,292
2018,133,BIH,1301,37
2018,133,BIH,1303,284
2018,133,BIH,1304,47
2018,133,BIH,1305,22
2018,133,BIH,1306,311
2018,133,BIH,1307,110
2018,133,BIH,1308,40
2018,133,BIH,1309,253
2018,133,BIH,1310,172
2018,133,BIH,1311,168
2018,133,BIH,1312,262
2018,133,BIH,1313,296
2018,133,BIH,1314,9
2018,133,BIH,1315,233
2018,133,BIH,1316,251
2018,133,BIH,1317,214
2018,133,BIH,1318,87
2018,133,BIH,1319,329
2018,133,BIH,1320,124
2018,133,BIH,1321,119
2018,133,BIH,1322,348
2018,133,BIH,1323,60
2018,133,BIH,1324,181
2018,133,BIH,1325,199
2018,133,BIH,1326,19
2018,133,BIH,1328,41
2018,133,BIH,1329,52
2018,133,BIH,1330,66
2018,133,BIH,1331,245
2018,133,BIH,1332,63
2018,133,BIH,1333,114
2018,133,BIH,1334,190
2018,133,BIH,1335,109
2018,133,BIH,1336,65
2018,133,BIH,1337,316
2018,133,BIH,1338,212
2018,133,BIH,1339,286
2018,133,BIH,1340,149
2018,133,BIH,1341,265
2018,133,BIH,1342,321
2018,133,BIH,1343,217
2018,133,BIH,1344,42
2018,133,BIH,1345,8
2018,133,BIH,1346,278
2018,133,BIH,1347,163
2018,133,BIH,1348,26
2018,133,BIH,1349,328
2018,133,BIH,1350,191
2018,133,BIH,1351,103
2018,133,BIH,1352,228
2018,133,BIH,1353,161
2018,133,BIH,1354,333
2018,133,BIH,1355,49
2018,133,BIH,1356,112
2018,133,BIH,1357,318
2018,133,BIH,1358,203
2018,133,BIH,1359,300
2018,133,BIH,1360,131
2018,133,BIH,1361,71
2018,133,BIH,1362,140
2018,133,BIH,1363,322
2018,133,BIH,1364,102
2018,133,BIH,1365,256
2018,133,BIH,1366,266
2018,133,BIH,1367,341
2018,133,BIH,1368,165
2018,133,BIH,1369,249
2018,133,BIH,1370,166
2018,133,BIH,1371,32
2018,133,BIH,1372,93
2018,133,BIH,1373,305
2018,133,BIH,1374,116
2018,133,BIH,1375,247
2018,133,BIH,1376,76
2018,133,BIH,1377,78
2018,133,BIH,1378,270
2018,133,BIH,1379,208
2018,133,BIH,1380,306
