CityID,City,State,Lat,Lng,ElevationMeters,TimezoneName,UTCOffsetHours
4060,Champaign,IL,40.1164204,-88.2433829,224.3040618896484,Central Daylight Time,-5.0
4061,Chapel Hill,NC,35.9131996,-79.0558445,148.55224609375,Eastern Daylight Time,-4.0
4062,Charleston,IL,39.4961458,-88.1761521,205.7160034179688,Central Daylight Time,-5.0
4063,Charleston,NC,32.7894181,-79.936842,4.923791885375977,Eastern Daylight Time,-4.0
4064,Charleston,SC,32.7764749,-79.93105120000001,3.889002323150635,Eastern Daylight Time,-4.0
4065,Charleston,WV,38.3498195,-81.6326234,181.6091461181641,Eastern Daylight Time,-4.0
4066,Charlotte,NC,35.2270869,-80.8431267,232.5149993896484,Eastern Daylight Time,-4.0
4067,Charlottesville,VA,38.0293059,-78.47667810000002,142.3699798583984,Eastern Daylight Time,-4.0
4068,Chattanooga,TN,35.0456297,-85.3096801,206.3250579833984,Eastern Daylight Time,-4.0
4069,Cheney,WA,47.4873895,-117.5757622,718.7050170898438,Pacific Daylight Time,-7.0
4070,Chestnut Hill,MA,42.3303798,-71.166187,59.72336196899414,Eastern Daylight Time,-4.0
4071,Chicago,IL,41.8781136,-87.6297982,181.5143737792969,Central Daylight Time,-5.0
4072,Cincinnati,OH,39.1031182,-84.5120196,167.9832916259766,Eastern Daylight Time,-4.0
4073,Clarksville,TN,36.5297706,-87.3594528,146.1344451904297,Central Daylight Time,-5.0
4074,Clemson,SC,34.6834382,-82.8373654,221.9318542480469,Eastern Daylight Time,-4.0
4075,Cleveland,OH,41.49932,-81.6943605,199.8629608154297,Eastern Daylight Time,-4.0
4076,Clinton,SC,34.4726276,-81.88065619999999,205.6438293457031,Eastern Daylight Time,-4.0
4077,College Park,MD,38.9896967,-76.93776,22.96251678466797,Eastern Daylight Time,-4.0
4078,College Station,TX,30.627977,-96.3344068,104.1191558837891,Central Daylight Time,-5.0
4079,Columbia,SC,34.0007104,-81.0348144,90.61096954345703,Eastern Daylight Time,-4.0
4080,Columbus,OH,39.9611755,-82.99879419999999,237.6291656494141,Eastern Daylight Time,-4.0
4081,Conway,AR,35.0886963,-92.4421011,93.8056640625,Central Daylight Time,-5.0
4082,Conway,SC,33.8360034,-79.0478143,9.80633544921875,Eastern Daylight Time,-4.0
4083,Cookeville,TN,36.162839,-85.5016423,336.294921875,Central Daylight Time,-5.0
4084,Coral Gables,FL,25.72149,-80.2683838,2.358245849609375,Eastern Daylight Time,-4.0
4085,Corpus Christi,TX,27.8005828,-97.39638099999999,2.022631406784058,Central Daylight Time,-5.0
4086,Corvallis,OR,44.5645659,-123.2620435,69.55359649658203,Pacific Daylight Time,-7.0
4087,Cullowhee,NC,35.3137111,-83.1765333,645.9476928710938,Eastern Daylight Time,-4.0
4088,Dallas,TX,32.7766642,-96.79698789999999,137.5745239257812,Central Daylight Time,-5.0
4089,Davidson,NC,35.4993031,-80.8486846,249.673095703125,Eastern Daylight Time,-4.0
4090,Davis,CA,38.5449065,-121.7405167,15.57017421722412,Pacific Daylight Time,-7.0
4091,Dayton,OH,39.7589478,-84.1916069,225.5588531494141,Eastern Daylight Time,-4.0
4092,Daytona Beach,FL,29.2108147,-81.0228331,4.296838283538818,Eastern Daylight Time,-4.0
4093,DeKalb,IL,41.9294736,-88.75036469999999,267.0382385253906,Central Daylight Time,-5.0
4094,DeLand,FL,29.028318,-81.3031179,11.36989593505859,Eastern Daylight Time,-4.0
4095,Denton,TX,33.2148412,-97.13306829999999,199.4781188964844,Central Daylight Time,-5.0
4096,Denver,CO,39.7392358,-104.990251,1596.672973632812,Mountain Daylight Time,-6.0
4097,Des Moines,IA,41.6005448,-93.6091064,266.3801574707031,Central Daylight Time,-5.0
4098,Detroit,MI,42.331427,-83.0457538,182.3301696777344,Eastern Daylight Time,-4.0
4099,Dover,DE,39.158168,-75.5243682,9.222969055175781,Eastern Daylight Time,-4.0
4100,Duluth,GA,34.0028786,-84.1446376,334.2595520019531,Eastern Daylight Time,-4.0
4101,Durham,NC,35.9940329,-78.898619,120.9079360961914,Eastern Daylight Time,-4.0
4102,Durham,NH,43.1339545,-70.9264393,13.36411380767822,Eastern Daylight Time,-4.0
4103,East Lansing,MI,42.7369792,-84.48386540000001,261.5490417480469,Eastern Daylight Time,-4.0
4104,East Rutherford,NJ,40.833989,-74.0970865,24.81060791015625,Eastern Daylight Time,-4.0
4105,Easton,PA,40.688432,-75.2207323,100.5874633789062,Eastern Daylight Time,-4.0
4106,Edinburg,TX,26.3017374,-98.1633432,28.75908660888672,Central Daylight Time,-5.0
4107,Edwardsville,IL,38.8114364,-89.95315699999999,166.8143463134766,Central Daylight Time,-5.0
4108,El Paso,TX,31.7618778,-106.4850217,1134.373168945312,Mountain Daylight Time,-6.0
4109,Elon,NC,36.09827620000001,-79.5115433,210.5898895263672,Eastern Daylight Time,-4.0
4110,Emmitsburg,MD,39.7045417,-77.32693069999999,135.5787200927734,Eastern Daylight Time,-4.0
4111,Estero,FL,26.438136,-81.8067523,3.624743461608887,Eastern Daylight Time,-4.0
4112,Eugene,OR,44.0520691,-123.0867536,131.0602111816406,Pacific Daylight Time,-7.0
4113,Evanston,IL,42.0450722,-87.68769689999999,184.2229766845703,Central Daylight Time,-5.0
4114,Evansville,IN,37.9715592,-87.5710898,118.2612609863281,Central Daylight Time,-5.0
4115,Fairfax,VA,38.84622359999999,-77.30637329999999,131.4553527832031,Eastern Daylight Time,-4.0
4116,Fairfield,CT,41.1408363,-73.2612615,5.032363891601562,Eastern Daylight Time,-4.0
4117,Fargo,ND,46.8771863,-96.7898034,275.0908203125,Central Daylight Time,-5.0
4118,Farmville,VA,37.3020965,-78.3919401,95.9873046875,Eastern Daylight Time,-4.0
4119,Fayetteville,AR,36.082156,-94.17185420000001,392.149658203125,Central Daylight Time,-5.0
4120,Flagstaff,AZ,35.1982836,-111.651302,2103.939453125,Mountain Standard Time,-7.0
4121,Fort Collins,CO,40.5852602,-105.084423,1525.08740234375,Mountain Daylight Time,-6.0
4122,Fort Hood,TX,31.1950013,-97.7413143,240.8761444091797,Central Daylight Time,-5.0
4123,Fort Myers,FL,26.640628,-81.8723084,3.245586395263672,Eastern Daylight Time,-4.0
4124,Fort Wayne,IN,41.079273,-85.1393513,233.6640472412109,Eastern Daylight Time,-4.0
4125,Fort Worth,TX,32.7554883,-97.3307658,188.8277130126953,Central Daylight Time,-5.0
4126,Fresno,CA,36.7468422,-119.7725868,92.60773468017578,Pacific Daylight Time,-7.0
4127,Fullerton,CA,33.8703645,-117.9242123,48.4811897277832,Pacific Daylight Time,-7.0
4128,Gainesville,FL,29.6516344,-82.32482619999999,55.27118682861328,Eastern Daylight Time,-4.0
4129,Garland,TX,32.912624,-96.63888329999999,170.0466918945312,Central Daylight Time,-5.0
4130,Glendale,AZ,33.5386523,-112.1859866,350.8721618652344,Mountain Standard Time,-7.0
4131,Glens Falls,NY,43.3095164,-73.6440058,104.6608963012695,Eastern Daylight Time,-4.0
4132,Grambling,LA,32.5276503,-92.7140402,92.74832153320312,Central Daylight Time,-5.0
4133,Grand Forks,ND,47.9252568,-97.0328547,252.96630859375,Central Daylight Time,-5.0
4134,Greeley,CO,40.4233142,-104.7091322,1424.012451171875,Mountain Daylight Time,-6.0
4135,Green Bay,WI,44.51915899999999,-88.019826,181.4461059570312,Central Daylight Time,-5.0
4136,Greensboro,NC,36.0726354,-79.7919754,251.0852508544922,Eastern Daylight Time,-4.0
4137,Greenville,MS,33.399661,-91.0377029,38.09271621704102,Central Daylight Time,-5.0
4138,Greenville,NC,35.612661,-77.3663538,17.48263931274414,Eastern Daylight Time,-4.0
4139,Greenville,SC,34.85261759999999,-82.3940104,298.6752014160156,Eastern Daylight Time,-4.0
4140,Greenwood,MS,33.5162315,-90.1795281,41.10813140869141,Central Daylight Time,-5.0
4141,Gulfport,MS,30.3674198,-89.0928155,6.206067562103271,Central Daylight Time,-5.0
4142,Hackensack,NJ,40.8859325,-74.0434736,6.160773754119873,Eastern Daylight Time,-4.0
4143,Hamden,CT,41.3838782,-72.9026064,21.53010749816895,Eastern Daylight Time,-4.0
4144,Hamilton,NY,42.8270136,-75.5446238,343.2666625976562,Eastern Daylight Time,-4.0
4145,Hammond,LA,30.5043583,-90.46119949999999,13.06888675689697,Central Daylight Time,-5.0
4146,Hampton,VA,37.0298687,-76.34522179999999,1.979974031448364,Eastern Daylight Time,-4.0
4147,Hanover,NH,43.7022451,-72.2895526,163.7394409179688,Eastern Daylight Time,-4.0
4148,Harrisonburg,VA,38.4495688,-78.8689155,408.2718811035156,Eastern Daylight Time,-4.0
4149,Hartford,CT,41.76371109999999,-72.6850932,16.13868522644043,Eastern Daylight Time,-4.0
4150,Hattiesburg,MS,31.3271189,-89.29033919999999,49.91648101806641,Central Daylight Time,-5.0
4151,Hempstead,NY,40.7062128,-73.6187397,17.04537010192871,Eastern Daylight Time,-4.0
4152,High Point,NC,35.9556923,-80.0053176,281.1091918945312,Eastern Daylight Time,-4.0
4153,Highland Heights,KY,39.0331169,-84.4518854,258.4728698730469,Eastern Daylight Time,-4.0
4154,Hoffman Estates,IL,42.0629915,-88.12271989999999,241.2194671630859,Central Daylight Time,-5.0
4155,Honolulu,HI,21.3069444,-157.8583333,5.22021484375,Hawaii-Aleutian Standard Time,-10.0
4156,Hot Springs,AR,34.5037004,-93.0551795,178.2125396728516,Central Daylight Time,-5.0
4157,Houston,TX,29.7604267,-95.3698028,14.56698131561279,Central Daylight Time,-5.0
4158,Huntington,WV,38.4192496,-82.44515400000002,172.4207153320312,Eastern Daylight Time,-4.0
4159,Huntsville,AL,34.7303688,-86.5861037,194.7049560546875,Central Daylight Time,-5.0
4160,Huntsville,TX,30.7235263,-95.55077709999999,113.9550857543945,Central Daylight Time,-5.0
4161,Indianapolis,IN,39.768403,-86.158068,222.7997283935547,Eastern Daylight Time,-4.0
4162,Iowa City,IA,41.6611277,-91.5301683,203.7541961669922,Central Daylight Time,-5.0
4163,Irvine,CA,33.6845673,-117.8265049,11.57025718688965,Pacific Daylight Time,-7.0
4164,Ithaca,NY,42.4439614,-76.5018807,119.5649719238281,Eastern Daylight Time,-4.0
4165,Itta Bena,MS,33.49512,-90.3198067,40.96720886230469,Central Daylight Time,-5.0
4166,Jackson,MS,32.2987573,-90.1848103,86.8384017944336,Central Daylight Time,-5.0
4167,Jacksonville,AL,33.8137125,-85.76135359999999,217.0318450927734,Central Daylight Time,-5.0
4168,Jacksonville,FL,30.3321838,-81.65565099999999,4.784560680389404,Eastern Daylight Time,-4.0
4169,Jersey City,NJ,40.72815749999999,-74.0776417,10.18675327301025,Eastern Daylight Time,-4.0
4170,Johnson City,TN,36.3134397,-82.3534727,499.8729553222656,Eastern Daylight Time,-4.0
4171,Johnstown,PA,40.32674069999999,-78.9219698,355.1664123535156,Eastern Daylight Time,-4.0
4172,Jonesboro,AR,35.84229670000001,-90.704279,98.1375503540039,Central Daylight Time,-5.0
4173,Kalamazoo,MI,42.2917069,-85.5872286,239.9346923828125,Eastern Daylight Time,-4.0
4174,Kansas City,MO,39.0997265,-94.5785667,273.5455017089844,Central Daylight Time,-5.0
4175,Katy,TX,29.7857853,-95.8243956,42.47363662719727,Central Daylight Time,-5.0
4176,Kennesaw,GA,34.0234337,-84.6154897,331.5713806152344,Eastern Daylight Time,-4.0
4177,Kent,OH,41.1536674,-81.3578859,324.2500610351562,Eastern Daylight Time,-4.0
4178,Kent,WA,47.3809335,-122.2348432,11.98078441619873,Pacific Daylight Time,-7.0
4179,Kingston,RI,41.48037910000001,-71.52255980000001,75.05209350585938,Eastern Daylight Time,-4.0
4180,Knoxville,TN,35.9606384,-83.9207392,275.6912841796875,Eastern Daylight Time,-4.0
4181,Lafayette,LA,30.2240897,-92.0198427,11.10337543487549,Central Daylight Time,-5.0
4182,Lahaina,HI,20.8783333,-156.6825,0.747169554233551,Hawaii-Aleutian Standard Time,-10.0
4183,Lake Buena Vista,FL,28.3936186,-81.53868419999999,31.6673583984375,Eastern Daylight Time,-4.0
4184,Lake Charles,LA,30.2265949,-93.2173758,4.352334499359131,Central Daylight Time,-5.0
4185,Lakeland,FL,28.0394654,-81.9498042,59.45719909667969,Eastern Daylight Time,-4.0
4186,Laramie,WY,41.3113669,-105.5911007,2184.6279296875,Mountain Daylight Time,-6.0
4187,Las Cruces,NM,32.3199396,-106.7636538,1217.035522460938,Mountain Daylight Time,-6.0
4188,Las Vegas,NV,36.1699412,-115.1398296,611.3375244140625,Pacific Daylight Time,-7.0
4189,Lawrence,KS,38.9716689,-95.2352501,263.9754638671875,Central Daylight Time,-5.0
4190,Lawrenceville,NJ,40.3016375,-74.7361013,57.21894454956055,Eastern Daylight Time,-4.0
4191,Lewisburg,PA,40.9645293,-76.8844101,143.1148223876953,Eastern Daylight Time,-4.0
4192,Lewiston,NY,43.1919494,-78.9853813,105.7344360351562,Eastern Daylight Time,-4.0
4193,Lexington,KY,38.0405837,-84.5037164,291.1369323730469,Eastern Daylight Time,-4.0
4194,Lexington,VA,37.78402080000001,-79.4428157,320.1503295898438,Eastern Daylight Time,-4.0
4195,Lincoln,NE,40.8257625,-96.6851982,354.4519653320312,Central Daylight Time,-5.0
4196,Little Rock,AR,34.7464809,-92.28959479999999,102.1804122924805,Central Daylight Time,-5.0
4197,Logan,UT,41.7369803,-111.8338359,1379.981811523438,Mountain Daylight Time,-6.0
4198,Long Beach,CA,33.7700504,-118.1937395,9.87485122680664,Pacific Daylight Time,-7.0
4199,Loretto,PA,40.5031263,-78.630296,591.2216186523438,Eastern Daylight Time,-4.0
4200,Lorman,MS,31.8204396,-91.05010569999999,66.67445373535156,Central Daylight Time,-5.0
4201,Los Angeles,CA,34.0522342,-118.2436849,86.84709167480469,Pacific Daylight Time,-7.0
4202,Loudonville,NY,42.7048009,-73.7548424,106.2772674560547,Eastern Daylight Time,-4.0
4203,Louisville,KY,38.2526647,-85.7584557,140.6603088378906,Eastern Daylight Time,-4.0
4204,Lowell,MA,42.6334247,-71.31617179999999,35.65705490112305,Eastern Daylight Time,-4.0
4205,Lubbock,TX,33.5778631,-101.8551665,975.9893798828125,Central Daylight Time,-5.0
4206,Lynchburg,VA,37.4137536,-79.14224639999999,195.8340911865234,Eastern Daylight Time,-4.0
4207,Macomb,IL,40.4592076,-90.67179709999999,212.3209228515625,Central Daylight Time,-5.0
4208,Macon,GA,32.8406946,-83.6324022,113.2749862670898,Eastern Daylight Time,-4.0
4209,Madison,WI,43.0730517,-89.4012302,266.2826538085938,Central Daylight Time,-5.0
4210,Malibu,CA,34.0259216,-118.7797571,36.96817779541016,Pacific Daylight Time,-7.0
4211,Manhattan,KS,39.18360819999999,-96.57166939999999,311.8172912597656,Central Daylight Time,-5.0
4212,Martin,TN,36.3433965,-88.8503379,125.670166015625,Central Daylight Time,-5.0
4213,Memphis,TN,35.1495343,-90.0489801,79.19601440429688,Central Daylight Time,-5.0
4214,Miami,FL,25.7616798,-80.1917902,0.5368872284889221,Eastern Daylight Time,-4.0
4215,Milwaukee,WI,43.0389025,-87.9064736,187.2318572998047,Central Daylight Time,-5.0
4216,Minneapolis,MN,44.977753,-93.2650108,254.7844543457031,Central Daylight Time,-5.0
4217,Missoula,MT,46.87871759999999,-113.996586,977.0648193359375,Mountain Daylight Time,-6.0
4218,Mobile,AL,30.6953657,-88.0398912,1.415021657943726,Central Daylight Time,-5.0
4219,Monroe,LA,32.5093109,-92.1193012,23.22146987915039,Central Daylight Time,-5.0
4220,Montgomery,AL,32.3668052,-86.2999689,72.94284057617188,Central Daylight Time,-5.0
4221,Moon Township,PA,40.51697670000001,-80.22134770000001,347.6758728027344,Eastern Daylight Time,-4.0
4222,Moraga,CA,37.8349263,-122.1296871,149.2892608642578,Pacific Daylight Time,-7.0
4223,Morehead,KY,38.1839705,-83.4326841,224.0564117431641,Eastern Daylight Time,-4.0
4224,Morgantown,WV,39.629526,-79.95589679999999,270.9660949707031,Eastern Daylight Time,-4.0
4225,Moscow,ID,46.73238749999999,-117.000165,787.0984497070312,Pacific Daylight Time,-7.0
4226,Mt. Pleasant,MI,43.59780749999999,-84.7675139,234.9934387207031,Eastern Daylight Time,-4.0
4227,Muncie,IN,40.1933767,-85.3863599,289.8502197265625,Eastern Daylight Time,-4.0
4228,Murfreesboro,TN,35.8456213,-86.39027,189.2773132324219,Central Daylight Time,-5.0
4229,Murray,KY,36.6103334,-88.31476099999999,164.3890991210938,Central Daylight Time,-5.0
4230,Myrtle Beach,SC,33.6890603,-78.8866943,8.438035011291504,Eastern Daylight Time,-4.0
4231,Nacogdoches,TX,31.6035129,-94.6554874,92.47804260253906,Central Daylight Time,-5.0
4232,Nampa,ID,43.5407172,-116.5634625,767.8910522460938,Mountain Daylight Time,-6.0
4233,Nashville,TN,36.1626638,-86.7816016,152.9394073486328,Central Daylight Time,-5.0
4234,Natchitoches,LA,31.7607195,-93.08627489999999,36.47224426269531,Central Daylight Time,-5.0
4235,New Britain,CT,41.6612104,-72.7795419,51.09162521362305,Eastern Daylight Time,-4.0
4236,New Haven,CT,41.308274,-72.9278835,12.35730648040771,Eastern Daylight Time,-4.0
4237,New Orleans,LA,29.95106579999999,-90.0715323,0.5217891335487366,Central Daylight Time,-5.0
4238,New Rochelle,NY,40.9114882,-73.7823549,25.88694953918457,Eastern Daylight Time,-4.0
4239,New York,NY,40.7127753,-74.0059728,10.44183826446533,Eastern Daylight Time,-4.0
4240,Newark,DE,39.6837226,-75.74965720000002,38.23302459716797,Eastern Daylight Time,-4.0
4241,Newark,NJ,40.735657,-74.1723667,9.807595252990723,Eastern Daylight Time,-4.0
4242,Niagara Falls,NY,43.0962143,-79.0377388,176.6798248291016,Eastern Daylight Time,-4.0
4243,Niceville,FL,30.5168639,-86.48217199999999,12.20206928253174,Central Daylight Time,-5.0
4244,Norfolk,VA,36.8507689,-76.28587259999999,4.641374111175537,Eastern Daylight Time,-4.0
4245,Normal,AL,34.78384090000001,-86.5722237,220.4321899414062,Central Daylight Time,-5.0
4246,Normal,IL,40.5142026,-88.9906312,246.02197265625,Central Daylight Time,-5.0
4247,Norman,OK,35.2225668,-97.4394777,359.0086669921875,Central Daylight Time,-5.0
4248,North Little Rock,AR,34.769536,-92.2670941,83.15779876708984,Central Daylight Time,-5.0
4249,Northridge,CA,34.2381251,-118.530123,263.8038024902344,Pacific Daylight Time,-7.0
4250,Notre Dame,IN,41.7055716,-86.2353388,220.7359161376953,Eastern Daylight Time,-4.0
4251,Oakland,CA,37.8043637,-122.2711137,13.02748012542725,Pacific Daylight Time,-7.0
4252,Oakland City,IN,38.3386591,-87.3450132,139.9906005859375,Central Daylight Time,-5.0
4253,Ogden,UT,41.223,-111.9738304,1311.276123046875,Mountain Daylight Time,-6.0
4254,Oklahoma City,OK,35.4675602,-97.5164276,366.0434265136719,Central Daylight Time,-5.0
4255,Omaha,NE,41.2523634,-95.99798829999999,362.512451171875,Central Daylight Time,-5.0
4256,Orangeburg,SC,33.4918203,-80.8556476,73.92286682128906,Eastern Daylight Time,-4.0
4257,Orem,UT,40.2968979,-111.6946475,1452.274169921875,Mountain Daylight Time,-6.0
4258,Orlando,FL,28.5383355,-81.3792365,31.2812614440918,Eastern Daylight Time,-4.0
4259,Orono,ME,44.8831125,-68.6719411,38.1016845703125,Eastern Daylight Time,-4.0
4260,Oxford,MS,34.3664951,-89.5192484,156.1234436035156,Central Daylight Time,-5.0
4261,Oxford,OH,39.5069974,-84.74523099999999,280.8930053710938,Eastern Daylight Time,-4.0
4262,Paradise,NV,36.0971945,-115.1466648,626.1868896484375,Pacific Daylight Time,-7.0
4263,Paradise Island,BA,25.0821287,-77.3134431,9.70425796508789,Eastern Daylight Time,-4.0
4264,Pearl Harbor-Hickam,HI,21.3488372,-157.9435574,6.876280784606934,Hawaii-Aleutian Standard Time,-10.0
4265,Peoria,IL,40.6936488,-89.5889864,153.0057525634766,Central Daylight Time,-5.0
4266,Philadelphia,PA,39.9525839,-75.1652215,14.32654094696045,Eastern Daylight Time,-4.0
4267,Phoenix,AZ,33.4483771,-112.0740373,331.5245056152344,Mountain Standard Time,-7.0
4268,Pine Bluff,AR,34.2284312,-92.00319549999999,68.72623443603516,Central Daylight Time,-5.0
4269,Piscataway,NJ,40.554887,-74.4642861,19.98725891113281,Eastern Daylight Time,-4.0
4270,Pittsburgh,PA,40.44062479999999,-79.9958864,233.2363739013672,Eastern Daylight Time,-4.0
4271,Playa del Carmen,MX,20.6295586,-87.0738851,10.47855949401855,Central Standard Time,-6.0
4272,Pocatello,ID,42.8713032,-112.4455344,1360.20654296875,Mountain Daylight Time,-6.0
4273,Portland,ME,43.66147100000001,-70.2553259,16.04468536376953,Eastern Daylight Time,-4.0
4274,Portland,OR,45.5230622,-122.6764815,10.24579238891602,Pacific Daylight Time,-7.0
4275,Poughkeepsie,NY,41.7003713,-73.9209701,60.15327453613281,Eastern Daylight Time,-4.0
4276,Prairie View,TX,30.0932737,-95.9877339,83.11751556396484,Central Daylight Time,-5.0
4277,Presbyterian,SC,34.465182,-81.87755899999999,207.4977111816406,Eastern Daylight Time,-4.0
4278,Prescott Valley,AZ,34.6100243,-112.315721,1528.52490234375,Mountain Standard Time,-7.0
4279,Princess Anne,MD,38.2028993,-75.692427,4.806944847106934,Eastern Daylight Time,-4.0
4280,Princeton,NJ,40.3572976,-74.6672226,41.39227294921875,Eastern Daylight Time,-4.0
4281,Providence,RI,41.8239891,-71.4128343,2.790159702301025,Eastern Daylight Time,-4.0
4282,Provo,UT,40.2338438,-111.6585337,1386.9697265625,Mountain Daylight Time,-6.0
4283,Puerto Vallarta,MX,20.653407,-105.2253316,7.704025745391846,Central Standard Time,-6.0
4284,Pullman,WA,46.7297771,-117.1817377,715.9334716796875,Pacific Daylight Time,-7.0
4285,Queens,NY,40.7282239,-73.7948516,18.71355819702148,Eastern Daylight Time,-4.0
4286,Radford,VA,37.13179239999999,-80.5764477,569.87158203125,Eastern Daylight Time,-4.0
